start_latitude,start_longitude,end_latitude,end_longitude,segment_end_condition,segment_type,speed_limit,weather_group,distance,heading,elevation,grade,road_incline_angle,sine_road_incline_angle,gravity,gravity_times_sine_road_incline_angle
-20.9981937,134.1974736,-21.0022656,134.1963255,max_length,race,36.11111,10.0935426,468.2,-2.8842089,389.0,0.0016797,0.0962396,0.0016797,9.7749574,0.016419
-21.0022656,134.1963255,-21.0063818,134.1951555,max_length,race,36.11111,10.0956201,473.54,-2.8822193,389.0,0.0010662,0.0610887,0.0010662,9.7749598,0.0104221
-21.0063818,134.1951555,-21.0104518,134.1940058,max_length,race,36.11111,10.0978202,468.03,-2.8837552,391.5,0.0011088,0.0635295,0.0011088,9.7748851,0.0108384
-21.0104518,134.1940058,-21.0145264,134.1928593,max_length,race,36.11111,10.1001275,468.44,-2.8847325,393.5,0.0021613,0.1238332,0.0021613,9.7748259,0.0211263
-21.0145264,134.1928593,-21.0187063,134.1916778,max_length,race,36.11111,10.1025954,480.69,-2.8836155,393.0,0.002981,0.1707982,0.002981,9.7748438,0.0291388
-21.0187063,134.1916778,-21.0230683,134.1904371,max_length,race,36.11111,10.1052962,501.84,-2.8820796,393.0,0.0013796,0.0790452,0.0013796,9.7748464,0.0134854
-21.0230683,134.1904371,-21.0274284,134.1891936,max_length,race,36.11111,10.1082105,501.71,-2.8814164,394.5,0.0008404,0.0481514,0.0008404,9.7748027,0.0082147
-21.0274284,134.1891936,-21.0318392,134.1879457,max_length,race,36.11111,10.111295,507.27,-2.8834236,396.0,0.0022289,0.1277064,0.0022289,9.7747591,0.021787
-21.0318392,134.1879457,-21.0360855,134.1867313,max_length,race,36.11111,10.1144995,488.7,-2.8807532,396.5,0.0013187,0.0755559,0.0013187,9.7747463,0.01289
-21.0360855,134.1867313,-21.0402808,134.1855405,max_length,race,36.11111,10.1177814,482.59,-2.8826207,395.5,0.0011184,0.0640796,0.0011184,9.7747797,0.0109321
-21.0402808,134.1855405,-21.0445253,134.1843411,max_length,race,36.11111,10.1212104,488.1,-2.8837377,395.0,0.0024664,0.141314,0.0024664,9.7747977,0.0241086
-21.0445253,134.1843411,-21.0487225,134.1831557,max_length,race,36.11111,10.1247958,482.65,-2.8838773,396.5,0.0009028,0.0517266,0.0009028,9.7747539,0.0088246
-21.0487225,134.1831557,-21.0529191,134.1819549,max_length,race,36.11111,10.1285297,482.99,-2.8806485,397.5,-2.19e-05,-0.0012548,-2.19e-05,9.7747256,-0.0002141
-21.0529191,134.1819549,-21.0571607,134.1807486,max_length,race,36.11111,10.1324527,487.97,-2.8821669,397.0,0.0020032,0.1147748,0.0020032,9.7747436,0.0195808
-21.0571607,134.1807486,-21.0613604,134.1795621,max_length,race,36.11111,10.136536,482.94,-2.8838075,397.0,0.0019261,0.1103573,0.0019261,9.7747461,0.0188271
-21.0613604,134.1795621,-21.0656073,134.1783524,max_length,race,36.11111,10.1407935,488.63,-2.8818004,401.0,0.0025352,0.1452559,0.0025352,9.7746253,0.0247806
-21.0656073,134.1783524,-21.0698042,134.1771615,max_length,race,36.11111,10.1452261,482.76,-2.8827429,402.5,0.0001502,0.0086058,0.0001502,9.7745815,0.0014681
-21.0698042,134.1771615,-21.0740013,134.1759732,max_length,race,36.11111,10.1498021,482.71,-2.8833014,400.5,0.0008789,0.0503572,0.0008789,9.7746458,0.0085909
-21.0740013,134.1759732,-21.0782516,134.1747718,max_length,race,36.11111,10.1545819,488.77,-2.8837203,402.0,0.0021904,0.1255005,0.0021904,9.7746021,0.0214103
-21.0782516,134.1747718,-21.0824439,134.1735797,max_length,race,36.11111,10.1595423,482.29,-2.8822542,403.5,-0.0001851,-0.0106054,-0.0001851,9.7745583,-0.0018093
-21.0824439,134.1735797,-21.0866382,134.1723872,max_length,race,36.11111,10.1646548,482.52,-2.8822891,403.0,0.0013156,0.0753783,0.0013156,9.7745763,0.0128594
-21.0866382,134.1723872,-21.0908838,134.1711873,max_length,race,36.11111,10.1699783,488.23,-2.8837726,405.0,0.0020935,0.1199485,0.0020935,9.7745171,0.020463
-21.0908838,134.1711873,-21.095081,134.1699977,max_length,race,36.11111,10.1754868,482.75,-2.8830745,406.5,0.0017577,0.1007087,0.0017577,9.7744734,0.0171806
-21.095081,134.1699977,-21.09928,134.1688028,max_length,race,36.11111,10.1811561,483.08,-2.8820971,405.5,0.0038392,0.2199689,0.0038392,9.7745068,0.0375263
-21.09928,134.1688028,-21.1035288,134.1676078,max_length,race,36.11111,10.1870419,488.44,-2.8849769,406.0,0.0014585,0.0835658,0.0014585,9.7744939,0.0142561
-21.1035288,134.1676078,-21.107728,134.1664165,max_length,race,36.11111,10.1931149,483.01,-2.882865,407.5,0.0010492,0.0601147,0.0010492,9.7744502,0.0102554
-21.107728,134.1664165,-21.1119285,134.165229,max_length,race,36.11111,10.1993461,483.04,-2.8837377,409.5,0.0020891,0.1196964,0.0020891,9.774391,0.0204197
-21.1119285,134.165229,-21.1161724,134.1640267,max_length,race,36.11111,10.2057996,488.1,-2.8832141,410.5,0.0024225,0.1387988,0.0024225,9.7743627,0.0236784
-21.1161724,134.1640267,-21.1203701,134.162841,max_length,race,36.11111,10.212441,482.69,-2.8839646,411.0,4.22e-05,0.0024179,4.22e-05,9.7743499,0.0004125
-21.1203701,134.162841,-21.1246153,134.1616391,max_length,race,36.11111,10.2192737,488.23,-2.8833886,412.0,0.002213,0.1267954,0.002213,9.7743216,0.0216306
-21.1246153,134.1616391,-21.1288128,134.1604487,max_length,race,36.11111,10.2263001,482.8,-2.8829872,413.0,0.0014896,0.0853477,0.0014896,9.7742933,0.0145598
-21.1288128,134.1604487,-21.1330113,134.1592559,max_length,race,36.11111,10.2334791,482.97,-2.8825509,413.5,0.0023111,0.132416,0.0023111,9.7742804,0.0225893
-21.1330113,134.1592559,-21.1372582,134.1580515,max_length,race,36.11111,10.2408888,488.48,-2.8830047,412.5,-6.99e-05,-0.004005,-6.99e-05,9.7743138,-0.0006832
-21.1372582,134.1580515,-21.1414516,134.1568582,max_length,race,36.11111,10.248483,482.43,-2.8821669,413.5,0.0019343,0.1108271,0.0019343,9.7742855,0.0189064
-21.1414516,134.1568582,-21.1456478,134.1556652,max_length,race,36.11111,10.2562182,482.72,-2.8823938,414.5,0.0018275,0.1047079,0.0018275,9.7742572,0.0178625
-21.1456478,134.1556652,-21.1498909,134.1544588,max_length,race,36.11111,10.2641816,488.12,-2.8823938,415.5,-0.0005296,-0.0303438,-0.0005296,9.7742289,-0.0051764
-21.1498909,134.1544588,-21.1540877,134.1532699,max_length,race,36.11111,10.2723238,482.68,-2.8833014,416.5,0.001495,0.0856571,0.001495,9.7742006,0.0146124
-21.1540877,134.1532699,-21.1582845,134.1520709,max_length,race,36.11111,10.280603,482.94,-2.881207,416.0,0.001962,0.1124142,0.001962,9.7742186,0.019177
-21.1582845,134.1520709,-21.1625264,134.1508629,max_length,race,36.11111,10.2891069,488.03,-2.8820098,418.0,0.0016132,0.0924295,0.0016132,9.7741594,0.0157677
-21.1625264,134.1508629,-21.1667228,134.1496747,max_length,race,36.11111,10.2977739,482.61,-2.883441,419.5,0.0030051,0.172179,0.0030051,9.7741157,0.0293722
-21.1667228,134.1496747,-21.1708568,134.1484927,max_length,race,36.11111,10.3064987,475.74,-2.8810324,419.5,5.51e-05,0.003157,5.51e-05,9.7741182,0.0005386
-21.1708568,134.1484927,-21.1750137,134.1473193,max_length,race,36.11111,10.3153379,477.97,-2.8842089,419.5,0.0008186,0.0469023,0.0008186,9.7741207,0.0080011
-21.1750137,134.1473193,-21.1791287,134.1461473,max_length,race,36.11111,10.3243063,473.43,-2.8820098,419.5,0.001029,0.0589573,0.001029,9.7741232,0.0100576
-21.1791287,134.1461473,-21.1832434,134.1449812,max_length,race,36.11111,10.33338,473.24,-2.883249,421.5,0.0009837,0.0563618,0.0009837,9.774064,0.0096147
-21.1832434,134.1449812,-21.1874085,134.1438022,max_length,race,36.11111,10.3426461,479.0,-2.8835457,423.0,0.0016554,0.0948473,0.0016554,9.7740203,0.0161799
-21.1874085,134.1438022,-21.1915205,134.1426292,max_length,race,36.11111,10.3520536,473.13,-2.8816433,422.5,0.002524,0.1446142,0.002524,9.7740382,0.0246697
-21.1915205,134.1426292,-21.1956872,134.1414549,max_length,race,36.11111,10.3615908,479.04,-2.8846453,423.5,0.0025227,0.1445398,0.0025227,9.7740099,0.0246569
-21.1956872,134.1414549,-21.1998048,134.140288,max_length,race,36.11111,10.3712542,473.57,-2.8832839,425.0,-0.0013236,-0.0758366,-0.0013236,9.7739661,-0.0129368
-21.1998048,134.140288,-21.2040497,134.139082,max_length,race,36.11111,10.3811385,488.29,-2.8826731,426.0,0.0010706,0.0613408,0.0010706,9.7739378,0.010464
-21.2040497,134.139082,-21.2083828,134.1378606,max_length,race,36.11111,10.3913915,498.18,-2.8846104,427.0,0.0008263,0.0473435,0.0008263,9.7739095,0.0080762
-21.2083828,134.1378606,-21.2126726,134.1366434,max_length,race,36.11111,10.401811,493.41,-2.8830047,427.0,-0.0012945,-0.0741693,-0.0012945,9.7739121,-0.0126523
-21.2126726,134.1366434,-21.2166619,134.1346456,max_length,race,36.11111,10.4126759,489.55,-2.704824,427.5,-0.0006236,-0.0357296,-0.0006236,9.7738992,-0.006095
-21.2166619,134.1346456,-21.2205741,134.1324929,max_length,race,36.11111,10.424079,488.91,-2.6676485,429.0,0.0040171,0.2301616,0.0040171,9.7738553,0.0392626
-21.2205741,134.1324929,-21.2244329,134.1303694,max_length,race,36.11111,10.4355445,482.24,-2.6676136,430.0,-0.0011978,-0.0686289,-0.0011978,9.7738269,-0.0117071
-21.2244329,134.1303694,-21.2282974,134.1282496,max_length,race,36.11111,10.4470044,482.63,-2.66894,430.0,0.0014385,0.0824199,0.0014385,9.7738292,0.0140597
-21.2282974,134.1282496,-21.2322317,134.1262055,max_length,race,36.11111,10.4585316,486.08,-2.6905996,430.0,0.0035695,0.2045164,0.0035695,9.7738316,0.0348877
-21.2322317,134.1262055,-21.236225,134.124622,max_length,race,36.11111,10.4697708,473.4,-2.7875526,430.5,0.0014179,0.0812396,0.0014179,9.7738186,0.0138583
-21.236225,134.124622,-21.2399463,134.1223321,max_length,race,36.11111,10.4810509,477.02,-2.6208562,431.5,0.0011653,0.0667667,0.0011653,9.7737901,0.0113894
-21.2399463,134.1223321,-21.2431185,134.1193071,max_length,race,36.11111,10.4927824,471.92,-2.4150121,431.0,0.0030167,0.1728437,0.0030167,9.7738076,0.0294846
-21.2431185,134.1193071,-21.246081,134.1160018,max_length,race,36.11111,10.5046328,475.25,-2.3366468,430.0,-0.0020481,-0.1173473,-0.0020481,9.7738403,-0.0200178
-21.246081,134.1160018,-21.249071,134.1126258,max_length,race,36.11111,10.5165955,482.65,-2.3307127,431.0,6.52e-05,0.0037357,6.52e-05,9.7738113,0.0006373
-21.249071,134.1126258,-21.2520095,134.1092288,max_length,race,36.11111,10.5285945,480.31,-2.3189492,432.5,0.0029808,0.1707868,0.0029808,9.7737668,0.0291336
-21.2520095,134.1092288,-21.2549575,134.1058229,max_length,race,36.11111,10.5405463,481.7,-2.3192633,434.0,0.0005548,0.0317877,0.0005548,9.7737223,0.0054225
-21.2549575,134.1058229,-21.2579496,134.1023917,max_length,race,36.11111,10.5525421,486.96,-2.3229983,435.5,0.0003562,0.0204088,0.0003562,9.7736778,0.0034814
-21.2579496,134.1023917,-21.2609068,134.0989988,max_length,race,36.11111,10.5644851,481.4,-2.322754,436.0,0.003409,0.1953206,0.003409,9.7736642,0.0333184
-21.2609068,134.0989988,-21.2638517,134.0956129,max_length,race,36.11111,10.57628,479.93,-2.3217068,436.5,0.0008333,0.0477446,0.0008333,9.7736506,0.0081444
-21.2638517,134.0956129,-21.266819,134.0922134,max_length,race,36.11111,10.5880202,482.66,-2.3235045,436.5,0.0004987,0.0285734,0.0004987,9.7736524,0.0048741
-21.266819,134.0922134,-21.2697609,134.0888419,max_length,race,36.11111,10.5996649,478.61,-2.3233474,435.5,-0.000403,-0.0230902,-0.000403,9.773685,-0.0039388
-21.2697609,134.0888419,-21.2727299,134.085436,max_length,race,36.11111,10.6112268,483.26,-2.3228587,436.5,0.00086,0.0492744,0.00086,9.773656,0.0084053
-21.2727299,134.085436,-21.2757484,134.081971,max_length,race,36.11111,10.6228421,491.49,-2.3225445,438.5,0.0005182,0.0296907,0.0005182,9.7735961,0.0050647
-21.2757484,134.081971,-21.2787397,134.0785467,max_length,race,36.11111,10.6343832,486.34,-2.3239408,439.5,0.0014305,0.0819616,0.0014305,9.773567,0.0139811
-21.2787397,134.0785467,-21.2817626,134.0750761,max_length,race,36.11111,10.6458121,492.24,-2.3224922,440.0,0.0046972,0.2691278,0.0046971,9.7735535,0.0459074
-21.2817626,134.0750761,-21.2847492,134.0716472,max_length,race,36.11111,10.6571101,486.32,-2.3224922,440.5,5.73e-05,0.003283,5.73e-05,9.7735399,0.00056
-21.2847492,134.0716472,-21.2877367,134.0682156,max_length,race,36.11111,10.6682057,486.59,-2.3222653,440.5,-0.0013667,-0.0783061,-0.0013667,9.7735417,-0.0133575
-21.2877367,134.0682156,-21.2907566,134.0647514,max_length,race,36.11111,10.6792151,491.51,-2.322946,440.0,0.0012323,0.0706056,0.0012323,9.7735589,0.012044
-21.2907566,134.0647514,-21.2937338,134.0613252,max_length,race,36.11111,10.6900569,485.38,-2.3213577,440.5,0.0037758,0.2163364,0.0037758,9.7735453,0.036903
-21.2937338,134.0613252,-21.2966642,134.0579526,max_length,race,36.11111,10.7005879,477.77,-2.3213228,441.0,0.0001555,0.0089095,0.0001555,9.7735317,0.0015198
-21.2966642,134.0579526,-21.2996184,134.0545471,max_length,race,36.11111,10.7109203,482.06,-2.32052,441.0,-0.0022106,-0.1266578,-0.0022106,9.7735335,-0.0216054
-21.2996184,134.0545471,-21.3025435,134.0511777,max_length,race,36.11111,10.7210779,477.11,-2.3209039,442.0,0.0003541,0.0202884,0.0003541,9.7735044,0.0034608
-21.3025435,134.0511777,-21.3055314,134.0478917,max_length,race,36.11111,10.731012,475.68,-2.344047,443.5,0.0029206,0.1673376,0.0029206,9.77346,0.0285444
-21.3055314,134.0478917,-21.3086784,134.0447489,max_length,race,36.11111,10.7408182,477.97,-2.3922355,445.5,0.0023926,0.1370856,0.0023926,9.7734001,0.0233838
-21.3086784,134.0447489,-21.3118365,134.0416983,max_length,race,36.11111,10.7504418,472.42,-2.4088336,446.5,0.0018043,0.1033787,0.0018043,9.7733712,0.0176341
-21.3118365,134.0416983,-21.3149887,134.0386388,max_length,race,36.11111,10.7598359,472.55,-2.40646,446.5,0.0013375,0.0766331,0.0013375,9.7733731,0.0130719
-21.3149887,134.0386388,-21.3181705,134.0355496,max_length,race,36.11111,10.7690906,477.05,-2.4063203,446.5,0.0019098,0.1094233,0.0019098,9.773375,0.0186652
-21.3181705,134.0355496,-21.3213213,134.0324915,max_length,race,36.11111,10.7781546,472.33,-2.4064949,447.0,0.0016291,0.0933405,0.0016291,9.7733616,0.0159218
-21.3213213,134.0324915,-21.3245053,134.0293978,max_length,race,36.11111,10.7870311,477.53,-2.4059538,448.5,0.0012575,0.0720494,0.0012575,9.7733172,0.0122899
-21.3245053,134.0293978,-21.3276502,134.0263344,max_length,race,36.11111,10.7957106,472.2,-2.4047146,449.0,0.0001409,0.008073,0.0001409,9.7733037,0.0013771
-21.3276502,134.0263344,-21.3307959,134.0232777,max_length,race,36.11111,10.8041418,471.8,-2.4059538,450.0,0.0017737,0.1016254,0.0017737,9.7732748,0.0173349
-21.3307959,134.0232777,-21.3339601,134.020197,max_length,race,36.11111,10.8123996,474.98,-2.4049939,451.0,0.0022727,0.1302159,0.0022727,9.7732458,0.0222117
-21.3339601,134.020197,-21.3370732,134.0171652,max_length,race,36.11111,10.8204194,467.37,-2.4048543,450.0,-0.0016429,-0.0941312,-0.0016429,9.7732786,-0.0160565
-21.3370732,134.0171652,-21.3402324,134.0140907,max_length,race,36.11111,10.8282322,474.13,-2.4052208,449.5,0.0013838,0.0792858,0.0013838,9.773296,0.0135243
-21.3402324,134.0140907,-21.3434507,134.0109707,max_length,race,36.11111,10.835963,482.16,-2.4071407,452.0,0.0006597,0.037798,0.0006597,9.7732208,0.0064474
-21.3434507,134.0109707,-21.3466258,134.0078781,max_length,race,36.11111,10.8435056,476.69,-2.4048194,454.0,0.0009832,0.0563332,0.0009832,9.773161,0.009609
-21.3466258,134.0078781,-21.3498031,134.0047814,max_length,race,36.11111,10.8507997,477.15,-2.4045227,453.0,0.0010102,0.0578802,0.0010102,9.7731938,0.0098729
-21.3498031,134.0047814,-21.3530137,134.0016508,max_length,race,36.11111,10.8579267,482.25,-2.4042958,452.5,0.0009562,0.0547862,0.0009562,9.7732112,0.0093451
-21.3530137,134.0016508,-21.3561856,133.9985526,max_length,race,36.11111,10.8648407,476.8,-2.403458,453.5,0.0034992,0.2004886,0.0034992,9.7731823,0.0341983
-21.3561856,133.9985526,-21.3593989,133.9954191,max_length,race,36.11111,10.8715483,482.67,-2.4042783,453.5,0.0022978,0.131654,0.0022978,9.7731842,0.0224568
-21.3593989,133.9954191,-21.3625621,133.9923157,max_length,race,36.11111,10.8780436,476.44,-2.4012763,454.0,0.0005759,0.0329966,0.0005759,9.7731708,0.0056284
-21.3625621,133.9923157,-21.3657355,133.9892198,max_length,race,36.11111,10.8842931,476.75,-2.4040863,457.5,0.0045941,0.2632207,0.0045941,9.7730647,0.0448984
-21.3657355,133.9892198,-21.3689486,133.9860672,max_length,race,36.11111,10.8903855,483.97,-2.4012589,461.0,0.0085854,0.4918951,0.0085851,9.7729586,0.0839018
-21.3689486,133.9860672,-21.3721427,133.9829284,max_length,race,36.11111,10.8962989,481.44,-2.4004909,461.5,-0.0034176,-0.1958133,-0.0034176,9.7729452,-0.0334
-21.3721427,133.9829284,-21.3753685,133.9797785,max_length,race,36.11111,10.9020124,484.81,-2.4036674,461.0,0.0038225,0.2190121,0.0038225,9.7729626,0.0373571
-21.3753685,133.9797785,-21.3786334,133.9765757,max_length,race,36.11111,10.9075796,491.71,-2.4013811,463.0,0.003645,0.2088422,0.003645,9.7729028,0.0356222
-21.3786334,133.9765757,-21.3818645,133.9733973,max_length,race,36.11111,10.9129516,487.23,-2.4000197,465.0,0.0041052,0.2352093,0.0041052,9.7728431,0.0401195
-21.3818645,133.9733973,-21.3851259,133.9702024,max_length,race,36.11111,10.9181147,490.86,-2.4020966,464.5,0.0006358,0.0364287,0.0006358,9.7728605,0.0062136
-21.3851259,133.9702024,-21.3884261,133.9669688,max_length,race,36.11111,10.9231241,496.74,-2.4020094,466.0,0.0004853,0.0278056,0.0004853,9.7728162,0.0047427
-21.3884261,133.9669688,-21.3916855,133.9637663,max_length,race,36.11111,10.9279315,491.22,-2.4006306,467.0,0.0029859,0.171079,0.0029859,9.7727874,0.0291806
-21.3916855,133.9637663,-21.394948,133.9605733,max_length,race,36.11111,10.9325121,490.8,-2.4026028,469.5,0.0039164,0.224392,0.0039164,9.7727122,0.0382739
-21.394948,133.9605733,-21.3981894,133.9573911,max_length,race,36.11111,10.9368857,488.31,-2.4010669,474.0,0.0053883,0.3087239,0.0053882,9.7725753,0.0526566
-21.3981894,133.9573911,-21.4013207,133.9543209,max_length,race,36.11111,10.9409879,471.45,-2.4017127,476.0,0.0057748,0.330868,0.0057747,9.7725156,0.0564333
-21.4013207,133.9543209,-21.404391,133.9513017,max_length,race,36.11111,10.9448086,462.88,-2.4002641,477.5,0.0075686,0.4336406,0.0075684,9.7724712,0.073962
-21.404391,133.9513017,-21.4074289,133.9483209,max_length,race,36.11111,10.9484088,457.53,-2.4013636,480.5,0.0114032,0.6533269,0.0114025,9.7723805,0.1114296
-21.4074289,133.9483209,-21.4104809,133.9453528,max_length,race,36.11111,10.9518337,457.8,-2.4058142,487.0,0.0165241,0.946675,0.0165218,9.7721818,0.161454
-21.4104809,133.9453528,-21.4138979,133.9429237,max_length,race,36.11111,10.9551452,455.63,-2.5569597,492.0,0.0002964,0.0169825,0.0002964,9.7720294,0.0028964
-21.4138979,133.9429237,-21.417699,133.9412651,max_length,race,36.11111,10.9583518,456.2,-2.7557353,490.0,-0.0025183,-0.1442877,-0.0025183,9.7720934,-0.0246091
-21.417699,133.9412651,-21.4223195,133.9394258,max_length,race,36.11111,10.9617177,547.92,-2.7867149,489.0,0.0048287,0.276662,0.0048286,9.7721268,0.0471857
-21.4223195,133.9394258,-21.4276591,133.9373024,max_length,race,36.11111,10.9654567,633.11,-2.7870465,490.0,-0.0021715,-0.1244176,-0.0021715,9.772099,-0.0212201
-21.4276591,133.9373024,-21.4329308,133.9351951,max_length,race,36.11111,10.9691923,625.45,-2.785371,488.5,-0.0005769,-0.0330539,-0.0005769,9.7721486,-0.0056376
-21.4329308,133.9351951,-21.4382135,133.933095,max_length,race,36.11111,10.9726585,626.34,-2.7871861,489.5,0.0006024,0.034515,0.0006024,9.7721209,0.0058867
-21.4382135,133.933095,-21.443558,133.9309648,max_length,race,36.11111,10.975903,633.86,-2.7863483,493.0,0.0030208,0.1730786,0.0030208,9.7720162,0.0295193
-21.443558,133.9309648,-21.4488328,133.9288654,max_length,race,36.11111,10.9789064,625.48,-2.7868196,496.0,0.0040598,0.2326081,0.0040598,9.7719269,0.0396721
-21.4488328,133.9288654,-21.4541243,133.9267552,max_length,race,36.11111,10.9816645,627.61,-2.7861913,496.5,0.0059129,0.3387803,0.0059128,9.7719147,0.0577794
-21.4541243,133.9267552,-21.4594654,133.9246372,max_length,race,36.11111,10.9842137,633.06,-2.7880413,494.5,-0.003024,-0.1732619,-0.003024,9.7719797,-0.0295505
-21.4594654,133.9246372,-21.4647467,133.9225455,max_length,race,36.11111,10.9865403,625.88,-2.7884602,493.5,-0.0040827,-0.2339202,-0.0040827,9.7720138,-0.0398962
-21.4647467,133.9225455,-21.4700269,133.920449,max_length,race,36.11111,10.9886437,625.93,-2.7876573,495.0,0.0002684,0.0153782,0.0002684,9.7719708,0.0026228
-21.4700269,133.920449,-21.4753253,133.9183456,max_length,race,36.11111,10.9905474,628.07,-2.7877097,494.5,0.0013622,0.0780483,0.0013622,9.7719894,0.0133114
-21.4753253,133.9183456,-21.4805299,133.9162868,max_length,race,36.11111,10.9922423,616.69,-2.7888965,493.5,-0.0011246,-0.0644348,-0.0011246,9.7720235,-0.0109896
-21.4805299,133.9162868,-21.4857905,133.9141969,max_length,race,36.11111,10.9937447,623.64,-2.7875003,495.5,0.0045106,0.2584366,0.0045106,9.771965,0.0440774
-21.4857905,133.9141969,-21.490992,133.9121352,max_length,race,36.11111,10.9950672,616.46,-2.7882682,497.0,0.0022422,0.1284684,0.0022422,9.7719219,0.0219106
-21.490992,133.9121352,-21.4961826,133.9100468,max_length,race,36.11111,10.9962104,616.29,-2.7833813,499.0,0.0041363,0.2369912,0.0041363,9.7718634,0.0404194
-21.4961826,133.9100468,-21.5012609,133.90749,max_length,race,36.11111,10.9971987,623.57,-2.703515,502.0,0.0070987,0.4067187,0.0070985,9.771774,0.0693649
-21.5012609,133.90749,-21.5090756,133.9029062,speed_limit_change,race,36.11111,10.9982519,989.93,-2.6420445,503.5,0.0013723,0.0786269,0.0013723,9.7717317,0.0134097
-21.5090756,133.9029062,-21.5127798,133.9006444,max_length,race,27.77778,10.9989827,473.71,-2.6249926,505.5,-0.0022773,-0.1304795,-0.0022773,9.7716735,-0.022253
-21.5127798,133.9006444,-21.5161503,133.8979259,max_length,race,27.77778,10.9993433,468.56,-2.4978629,507.0,0.004905,0.2810335,0.0049049,9.7716294,0.0479289
-21.5161503,133.8979259,-21.5194062,133.8950741,max_length,race,27.77778,10.9996181,467.01,-2.4578774,508.5,0.0030186,0.1729525,0.0030186,9.7715851,0.0294965
-21.5194062,133.8950741,-21.5227031,133.8921781,max_length,race,27.77778,10.9998145,473.43,-2.4564811,512.5,0.0036877,0.2112887,0.0036877,9.7714637,0.0360342
-21.5227031,133.8921781,-21.5263088,133.8901164,max_length,race,27.77778,10.9999371,454.13,-2.6527434,514.0,0.0052201,0.299087,0.00522,9.7714196,0.0510068
-21.5263088,133.8901164,-21.5290849,133.8890701,max_heading_change,race,27.77778,10.9999892,327.11,-2.8043776,512.5,-0.0157124,-0.9001801,-0.0157105,9.7714678,-0.1535146
-21.5290849,133.8890701,-21.5292905,133.8890839,max_heading_change,race,27.77778,10.9999972,22.91,3.079232,512.0,-0.0157684,-0.9033879,-0.0157664,9.7714842,-0.1540611
-21.5292905,133.8890839,-21.5292948,133.8890875,max_heading_change,race,27.77778,10.9999976,0.61,2.4799209,512.0,-0.0157674,-0.9033306,-0.0157654,9.7714842,-0.1540514
-21.5292948,133.8890875,-21.5296252,133.8890562,max_heading_change,race,27.77778,10.9999979,36.88,-3.0536979,512.5,-0.0154136,-0.8830643,-0.0154118,9.7714689,-0.1505959
-21.5296252,133.8890562,-21.5296535,133.88904,max_heading_change,race,27.77778,10.9999982,3.57,-2.6522896,513.0,-0.0153496,-0.8793982,-0.0153478,9.7714536,-0.1499703
-21.5296535,133.88904,-21.529667,133.889033,max_heading_change,race,27.77778,10.9999982,1.67,-2.6921704,513.0,-0.0153217,-0.8778001,-0.0153199,9.7714536,-0.1496977
-21.529667,133.889033,-21.5296893,133.8890258,max_heading_change,race,27.77778,10.9999982,2.59,-2.849826,513.0,-0.0152645,-0.8745235,-0.0152627,9.7714536,-0.1491388
-21.5296893,133.8890258,-21.529851,133.8889459,max_heading_change,race,27.77778,10.9999981,19.79,-2.7107407,513.0,-0.0147625,-0.8457675,-0.0147609,9.7714537,-0.1442355
-21.529851,133.8889459,-21.5301654,133.8889195,max_heading_change,race,27.77778,10.9999981,35.07,-3.0636462,512.5,-0.0133735,-0.7661994,-0.0133723,9.7714692,-0.130667
-21.5301654,133.8889195,-21.5305343,133.8890282,max_heading_change,race,27.77778,10.999998,42.53,2.8740686,513.0,-0.0109496,-0.6273408,-0.0109489,9.771454,-0.1069867
-21.5305343,133.8890282,-21.5307327,133.8890437,max_heading_change,race,27.77778,10.9999976,22.12,3.0690393,514.0,-0.0094501,-0.5414347,-0.0094497,9.7714233,-0.092337
-21.5307327,133.8890437,-21.5313313,133.8888628,max_heading_change,race,27.77778,10.999996,69.14,-2.8675411,513.5,-0.0047866,-0.2742499,-0.0047865,9.771439,-0.046771
-21.5313313,133.8888628,-21.5313917,133.8888313,control_stop,race,27.77778,10.9999941,7.46,-2.6899189,513.0,-0.0043365,-0.2484616,-0.0043365,9.7714546,-0.0423739
-21.5313917,133.8888313,-21.5314864,133.8886179,max_heading_change,race,27.77778,10.9999931,24.46,-2.0159251,513.0,-0.0028725,-0.1645817,-0.0028725,9.7714547,-0.0280685
-21.5314864,133.8886179,-21.5314366,133.8880891,max_heading_change,race,27.77778,10.9999912,54.98,-1.4698988,512.5,-0.0003084,-0.01767,-0.0003084,9.7714701,-0.0030135
-21.5314366,133.8880891,-21.5314333,133.8880677,yield_sign_or_blinking_yellow,race,27.77778,10.9999897,2.24,-1.4065085,512.0,-0.0002168,-0.0124217,-0.0002168,9.7714855,-0.0021185
-21.5314333,133.8880677,-21.5314038,133.8879731,max_heading_change,race,27.77778,10.9999894,10.32,-1.2473345,512.0,0.0001936,0.0110925,0.0001936,9.7714855,0.0018918
-21.5314038,133.8879731,-21.5313894,133.8879432,max_heading_change,race,27.77778,10.9999891,3.48,-1.0930648,512.0,0.0003273,0.0187529,0.0003273,9.7714855,0.0031982
-21.5313894,133.8879432,-21.5314503,133.8877157,max_heading_change,race,27.77778,10.999988,24.49,-1.8509915,512.0,0.0012915,0.0739975,0.0012915,9.7714855,0.0126199
-21.5314503,133.8877157,-21.5334532,133.8856346,max_length,race,27.77778,10.9999695,309.74,-2.3732289,513.0,0.0018123,0.103837,0.0018123,9.7714553,0.0177088
